processed_text,label
watch amazing lively broadcast user lively musically,1
despise lord discipline resent rebuke lord discipline love proverb,2
close end revisiontake story love new direction exhilarate endless possibility write,1
look horrible today see people ik past min,0
everyday gay panic stun draw guy attn block toilet stall crack wpaper towel total incomprehension,0
user user realistic probability clown might next president clown we pol nightmare,3
user user unarmed black kill white cop many die every month chicago outrage,0
really care like state user user would seriously address sensitivity training employee awful,0
tooth sink vein poor woman accidentally small problem engine outside,3
bilal abood iraq immigrant live mesquite texas sentence month prison lie feds,0
user sadly good day behind,3
user click cupcake vehicle available sadness,3
well hear girl attract man look like dad ok_hand,1
user sorry upset madamif get query hesitate contact pr departmentin meantime fancy beer,2
last year yous average terrorist attack month good debate topic trump hillary,0
angry day stop watch news,0
user may send copy hero greyhound either ebook real paper boy greyhound smile tear,1
kayaking merriment together sevylor inflatable kayak eyggjxml,1
white lady tell incite suspicion base look tatoo athletic build wear durag wow,1
user sylvia elated receive kiss little prince bright smile clear glance garrett elyse,1
user heyday race war,1
hell hath fury like sound technician scornednnthat quote right,0
love dog playful really scratch face flail paw excitement almost tear nose ring,1
despite absolute delight child would feel kitten home misery husband would feel,1
user please fire lemondo let report anymore protest horrible negative run away issue hand,0
user user problem time take mean go date already sadly,3
user pretty sure ever since saturday super sad lol,3
well quote german almost,1
wow think judge lynn toler specter morning problem haunt afternoon well write sentence,1
put passport safe back get back australia globe_showing_asiaaustralia problem remember safe panic passport_control,3
answer text pls snap,0
age see gray gray bad eye perspective depression healing justice,3
user user realistic probability clown might next president clown we pol,0
parking sensor still manage reverse thing nightmare,0
feel awkward timid everyone,3
provocation set curiosity entity feed fuel fire speak quatrains hmmm america need vigilant,0
begin process see work option mental health complex ptsd nervous,3
whenever hear concert postpone think dismal ticket sale green day,3
let fear hold back want use power push towards goal fear action,2
shoutout drunk man bus piss bottle seat grim,0
never find exact e moji exact moment need panic,3
hell hath fury like late something dude concur government session keep expire submit form,0
point live optimist foolish enough believe good yet come peter ustinov quote,2
user think daunting fact typical offer grade even though prove case exactly,0
user ask parcel deliver pick store address poor customer service,0
embarrassing lack defensive depth come back haunt we,3
user user force neighbour pay people nerve outrage victim,0
love people say racist right say racist shit work,0
people steal thing work quite damper day go wear pajama day,3
user user awe sweetheart adorable smiling_face_with_smiling_eyes smiling_face_with_hearteyes red_heart,1
anyway car furious white man really funny story tell sober face_with_tears_of_joy,1
shiver pause word nabandonment still fresh upon tip tongue,2
user would almost take offense actually snap,0
guy video shake user,1
user wait see hun cuddle gossip,1
airport depressing watch love couple cute people come holidaytoo cutehurry november airplane,3
tweet sporadic wifi tube,1
spur radio commentator refer mauricio pochettino mopo feel sudden surge rage,0
even right bb18 rage,0
forget bb18 tonight flushed_face much real world distract horrid person_gesturing_no_mediumlight_skin_tone seenoevil_monkey speaknoevil_monkey,0
matty dawson score terrible,0
icq make mad face_with_steam_from_nose icq,0
never fear want business man qualify well call never fail employment,2
anyone notice user story recent day paint positive accomplishment trump challenge hillary surprised sad,3
hate people say need talk need talk anxiety immediately go,0
user would fret many opportunity life worry work,2
nephew n cousin nowhere near bad guy could kill moment cop think color sad,3
know expect brendon video lmao la devotee video get shake panic,0
mom cut phone furious smiling_face_with_open_hand,0
go report sky stoke play ok tonight think stay messageboard tonight though grim,3
panpiper play big river outside bridge sr1,2
checkedin flight toronto take seat 3d infuriate user,0
india afraid bad terrorism,3
forever rage smirking_face face_with_tears_of_joy loudly_crying_face,0
airplane wifiridiculousamericanairline americanairline suck aa team horrible,0
monday face would punch monday horrible face punch fight joke like world problem need coffee soon possible follow,0
chase famenif goingnto resent itnwhen startsnchase younwrdsmth,2
hate sugar cookie shit awful,0
user learn user viral insult ballet stop try wrongfully stick model pointe shoe face_with_rolling_eye,0
like hello bear must always laugh joke offend,0
rockland county get ravis suffern ny great food new chef terrific atmosphere say twitter server get free appetizer,1
oh get depression happy think try thousand time already help,3
feel like house we basic requirement literally option,3
give someone power let word offend,2
real life conundrum cuz find good spot mini hoop really start depress,3
abysmal ignorance frivolity levity italian priest stupefy roland bainton luther reformation day,0
tauru react angrily take provoke long,0
care shape blue nwe owe fucking hiding nlong overdue front,0
bang gordon brown accuse abuse gazillion rabid parrot,0
new user song mega collision remind user blue,1
user solution punish criminal way discourage crime circle continue,0
user bad thing confimation,0
user user look like rabid pack inbred,0
think go work tomorrow since val leave gb bo need day mourn,3
team face barca bayern defeat one face wrath,0
user yeah whatever whahibbi muslim sect know islam synonymous rape,0
user user force neighbour pay people nerve victim,0
bubble officially burst boy beat trophy glory wpt main bye,1
undifferentiated otherwise patent close patron braininess idea incense offensive lineman whyanewg,0
user offended stuffwe gettin situ folk moan polissnp happy snitch offend,0
trump support reach another level irritation within,0
people talk word ste handle differ like change culturebe different,2
3year today mark anniversary horrid westgate attack nairobi heart we lose family friend candle,3
user love new movienblair witch blair witch project horror horror movie,1
watch amazing lively broadcast user musically,1
blood boil,0
last week cn go sad leave also plan break since go animation,3
fogo max pessimism bottom yet solid pe ratio restaurant let we catch level level come,1
